,APINumber,date,published,UploadKey
1466,17031255190000,2011-06-17,2013-07-31 20:54:23.270123,SKY_pdf_11677_13
1467,17031255200000,2011-06-21,2013-07-31 22:29:41.419045,SKY_pdf_11663_13
1468,17031255250000,2011-06-23,2013-07-31 20:53:42.130338,SKY_pdf_11658_13
1469,17031255260000,2011-06-21,2013-07-31 20:59:48.435320,SKY_pdf_11662_13
1470,17031255540000,2011-04-28,2013-07-31 22:01:56.222650,SKY_pdf_11764_13
1471,17031255690000,2011-07-27,2013-07-31 22:02:35.913425,SKY_pdf_11582_13
1472,17031255780000,2011-05-23,2013-07-31 21:46:16.570841,SKY_pdf_11723_13
1473,17031255880000,2011-06-17,2013-07-31 22:02:01.619178,SKY_pdf_11675_13
1474,17031255970000,2011-06-17,2013-07-31 22:30:23.958123,SKY_pdf_11676_13
1475,17031256160000,2011-06-11,2013-07-31 22:02:00.881647,SKY_pdf_11685_13
1476,17031256190000,2011-07-08,2013-07-31 22:30:43.696228,SKY_pdf_11628_13
1477,17031256200000,2011-07-05,2013-07-31 22:01:08.784071,SKY_pdf_11638_13
1478,17031256250000,2011-07-12,2013-07-31 22:31:04.233738,SKY_pdf_11619_13
1479,17031256270000,2011-07-08,2013-07-31 22:02:20.120685,SKY_pdf_11629_13
1480,17031256440000,2011-06-26,2013-07-31 22:27:03.236944,SKY_pdf_11652_13
1481,17031256450000,2011-06-29,2013-07-31 22:40:32.452075,SKY_pdf_11648_13
1482,17031256490000,2011-08-06,2013-07-31 20:59:49.076435,SKY_pdf_11560_13
1483,17031256510000,2011-07-04,2013-07-31 21:16:44.910692,SKY_pdf_11640_13
1484,17031256520000,2011-08-31,2013-07-31 22:27:03.864130,SKY_pdf_11498_13
1485,17031256530000,2011-08-31,2013-07-31 21:10:50.722508,SKY_pdf_11499_13
1486,17031256650000,2011-09-17,2013-07-31 20:55:15.043633,SKY_pdf_11463_13
1487,17031256770000,2011-08-25,2013-07-31 21:57:10.018904,SKY_pdf_11514_13
1488,17031256780000,2011-08-25,2013-07-31 22:02:21.503286,SKY_pdf_11515_13
1489,17031256900000,2011-08-13,2013-07-31 22:30:48.703387,SKY_pdf_11540_13
1490,17031256910000,2011-08-16,2013-07-31 22:30:50.655295,SKY_pdf_11535_13
1491,17031256920000,2011-08-13,2013-07-31 22:02:27.623085,SKY_pdf_11542_13
1492,17031256940000,2011-08-11,2013-07-31 22:30:52.504653,SKY_pdf_11553_13
1493,17031257100000,2011-11-18,2013-07-31 22:30:28.345026,SKY_pdf_11343_13
1494,17031257110000,2011-11-20,2013-07-31 21:57:13.866980,SKY_pdf_11331_13
1495,17031257160000,2011-10-06,2013-07-31 22:02:18.305689,SKY_pdf_11423_13
1496,17031257170000,2011-10-24,2013-07-31 22:02:16.999371,SKY_pdf_11391_13
1497,17031257340000,2011-12-09,2013-07-31 21:38:16.664672,SKY_pdf_11295_13
1498,17031257480000,2011-11-08,2013-07-31 22:30:39.112035,SKY_pdf_11361_13
1499,17031257490000,2011-11-01,2013-07-31 21:10:49.382285,SKY_pdf_11376_13
1500,17031257540000,2011-11-02,2013-07-31 22:02:15.711427,SKY_pdf_11375_13
1501,17031257690000,2011-10-27,2013-07-31 22:30:41.527052,SKY_pdf_11384_13
1502,17031257700000,2012-01-22,2013-07-31 20:54:51.489756,SKY_pdf_11211_13
1503,17031257710000,2012-01-24,2013-07-31 22:14:09.241864,SKY_pdf_11207_13
1504,17031257720000,2012-01-31,2013-07-31 21:57:14.814271,SKY_pdf_11195_13
1505,17031257740000,2012-01-15,2013-07-31 22:14:12.204329,SKY_pdf_11222_13
1506,17031257750000,2012-01-10,2013-07-31 20:59:58.624773,SKY_pdf_11228_13
1507,17031257780000,2012-01-06,2013-07-31 21:32:22.621196,SKY_pdf_11234_13
1508,17031257790000,2012-01-04,2013-07-31 21:16:40.530591,SKY_pdf_11239_13
1509,17031257950000,2011-12-19,2013-07-31 22:40:41.971538,SKY_pdf_11271_13
1510,17031257960000,2011-12-19,2013-07-31 21:32:23.267836,SKY_pdf_11272_13
1511,17031258110000,2011-12-13,2013-07-31 22:14:16.300011,SKY_pdf_11283_13
1512,17031258190000,2012-03-31,2013-07-31 22:40:41.315832,SKY_pdf_11119_13
1513,17031258620000,2012-07-19,2013-07-31 20:54:24.596575,SKY_pdf_11017_13
1514,17031258830000,2012-07-17,2013-07-31 22:14:13.692164,SKY_pdf_11018_13
1515,17031258850000,2012-06-27,2013-07-31 22:01:42.030030,SKY_pdf_11031_13
1516,17031259450000,2012-11-24,2013-07-31 22:12:58.212964,SKY_pdf_36629_13
1517,17031259790000,2012-06-21,2013-07-31 21:46:13.106877,SKY_pdf_11036_13
1518,17031259920000,2012-09-14,2013-07-31 22:00:01.737872,SKY_pdf_33059_13
1519,17031260000000,2012-10-26,2013-07-31 20:49:59.172606,SKY_pdf_36434_13
1520,17037201510000,2011-10-24,2013-07-31 22:27:04.491389,SKY_pdf_11392_13
1521,17037201540000,2012-04-24,2013-07-31 21:10:39.846468,SKY_pdf_11094_13
1522,17049205620000,2011-11-09,2013-07-31 20:54:33.266281,SKY_pdf_11360_13
1523,17061211280000,2012-03-08,2013-07-31 21:46:11.124198,SKY_pdf_11142_13
1524,17069204160000,2011-11-05,2013-07-31 21:57:12.186585,SKY_pdf_11368_13
1525,17079205380000,2011-11-19,2013-07-31 20:59:57.918557,SKY_pdf_11336_13
1526,17081211830000,2011-01-15,2013-07-31 20:54:35.270956,SKY_pdf_11927_13
1527,17081211840000,2011-03-06,2013-07-31 22:30:46.797797,SKY_pdf_11864_13
1528,17081211950000,2011-03-01,2013-07-31 22:02:11.917649,SKY_pdf_11873_13
1529,17081212000000,2011-02-07,2013-07-31 22:30:40.279970,SKY_pdf_11908_13
1530,17081212110000,2011-04-16,2013-07-31 22:40:38.041350,SKY_pdf_11782_13
1531,17081212150000,2011-03-13,2013-07-31 21:46:19.002109,SKY_pdf_11847_13
1532,17081212300000,2011-05-01,2013-07-31 20:54:09.144842,SKY_pdf_11760_13
1533,17081212350000,2011-05-30,2013-07-31 21:32:18.668734,SKY_pdf_11709_13
1534,17081213030000,2011-08-13,2013-07-31 22:30:51.947913,SKY_pdf_11543_13
1535,17081213040000,2011-08-13,2013-07-31 20:59:49.693139,SKY_pdf_11544_13
1536,17081213070000,2011-07-23,2013-07-31 22:02:36.676969,SKY_pdf_11593_13
1537,17081213250000,2011-10-06,2013-07-31 22:02:20.790002,SKY_pdf_11424_13
1538,17081213370000,2011-10-08,2013-07-31 22:14:19.411032,SKY_pdf_11418_13
1539,17081213480000,2011-12-28,2013-07-31 21:10:45.990742,SKY_pdf_11252_13
1540,17085221760000,2011-01-01,2013-07-31 20:54:36.862248,SKY_pdf_11937_13
1541,17085221790000,2011-03-12,2013-07-31 21:32:33.636202,SKY_pdf_11851_13
1542,17085221920000,2011-02-23,2013-07-31 21:38:12.839021,SKY_pdf_11884_13
1543,17085221940000,2011-03-03,2013-07-31 22:02:12.580528,SKY_pdf_11872_13
1544,17085221990000,2011-01-27,2013-07-31 20:59:43.717782,SKY_pdf_11914_13
1545,17085222090000,2011-05-06,2013-07-31 20:59:45.788792,SKY_pdf_11751_13
1546,17085222100000,2011-02-16,2013-07-31 20:59:44.492012,SKY_pdf_11898_13
1547,17085222240000,2011-02-21,2013-07-31 22:30:37.773334,SKY_pdf_11888_13
1548,17085222260000,2011-04-21,2013-07-31 22:02:05.657842,SKY_pdf_11775_13
1549,17085222490000,2011-05-09,2013-07-31 21:32:19.860537,SKY_pdf_11746_13
1550,17085222700000,2011-05-15,2013-07-31 20:59:47.243592,SKY_pdf_11738_13
1551,17085223120000,2011-07-16,2013-07-31 21:32:51.952886,SKY_pdf_11612_13
1552,17085223200000,2011-07-04,2013-07-31 22:01:07.825023,SKY_pdf_11641_13
1553,17111256240000,2012-09-05,2013-07-31 21:58:47.840053,SKY_pdf_35132_13
1554,17111256260000,2012-11-02,2013-07-31 21:28:57.554233,SKY_pdf_35131_13
1555,21051604510000,2012-05-29,2013-07-31 22:01:30.072665,SKY_pdf_10919_13
1556,21079605450000,2012-10-31,2013-07-31 21:28:08.186195,SKY_pdf_36878_13
1557,21079605460000,2012-10-30,2013-07-31 21:28:07.550132,SKY_pdf_36879_13
1558,21143605590000,2012-11-13,2013-07-31 21:45:04.212421,SKY_pdf_36969_13
1559,23005207270000,2011-06-12,2013-07-31 22:30:00.101490,SKY_pdf_10910_13
1560,23005207390000,2012-04-12,2013-07-31 22:28:36.523911,SKY_pdf_33060_13
1561,25035221790000,2011-10-20,2013-07-31 21:31:41.571766,SKY_pdf_10878_13
1562,25035221830000,2011-10-16,2013-07-31 22:29:55.891166,SKY_pdf_10880_13
1563,25035221840000,2011-10-23,2013-07-31 21:10:37.855994,SKY_pdf_10877_13
1564,25083225930000,2011-08-11,2013-07-31 22:01:32.039170,SKY_pdf_10900_13
1565,25083228120000,2012-03-09,2013-07-31 20:51:06.512128,SKY_pdf_35021_13
1566,25083228630000,2011-01-26,2013-07-31 21:31:42.886977,SKY_pdf_10918_13
1567,25083228660000,2011-02-03,2013-07-31 22:01:30.776626,SKY_pdf_10917_13
1568,25083228690000,2011-06-17,2013-07-31 22:29:59.482631,SKY_pdf_10914_13
1569,25083228870000,2011-09-18,2013-07-31 21:31:46.619089,SKY_pdf_10887_13
1570,25083228970000,2012-02-02,2013-07-31 22:01:28.877462,SKY_pdf_10856_13
1571,25083229310000,2012-05-17,2013-07-31 20:53:52.113714,SKY_pdf_10820_13
1572,25083229330000,2012-06-08,2013-07-31 22:01:22.415668,SKY_pdf_10811_13
1573,25083229340000,2012-09-13,2013-07-31 21:59:23.350473,SKY_pdf_33950_13
1574,25083230010000,2012-10-01,2013-07-31 21:29:36.678432,SKY_pdf_33825_13
1575,25083230230000,2012-09-29,2013-07-31 21:59:34.727931,SKY_pdf_33826_13
1576,25085217600000,2011-08-16,2013-07-31 21:31:44.585242,SKY_pdf_10899_13
1577,25085217610000,2011-09-28,2013-07-31 22:01:33.419911,SKY_pdf_10884_13
1578,25085217640000,2012-04-10,2013-07-31 22:29:56.947360,SKY_pdf_10837_13
1579,25085217650000,2012-04-05,2013-07-31 20:53:58.498571,SKY_pdf_10838_13
1580,25085217670000,2011-07-06,2013-07-31 21:46:09.053932,SKY_pdf_10912_13
1581,25085217690000,2011-08-22,2013-07-31 20:54:01.834098,SKY_pdf_10897_13
1582,25085217710000,2012-06-28,2013-07-31 22:29:50.834235,SKY_pdf_10798_13
1583,25085217720000,2012-03-20,2013-07-31 21:46:08.399647,SKY_pdf_10845_13
1584,25085217920000,2011-09-16,2013-07-31 21:31:45.983922,SKY_pdf_10888_13
1585,25085217940000,2011-09-25,2013-07-31 21:31:47.283896,SKY_pdf_10886_13
1586,25085218010000,2012-03-08,2013-07-31 20:53:57.834023,SKY_pdf_10848_13
1587,25085218470000,2012-06-09,2013-07-31 22:01:23.191460,SKY_pdf_10809_13
1588,25085218480000,2012-06-11,2013-07-31 22:01:23.953415,SKY_pdf_10808_13
1589,25085218500000,2012-07-22,2013-07-31 21:28:55.410376,SKY_pdf_35195_13
1590,25085218550000,2012-07-16,2013-07-31 20:53:53.673980,SKY_pdf_10793_13
1591,25085218620000,2012-07-17,2013-07-31 21:31:37.701993,SKY_pdf_10792_13
1592,25085218640000,2012-08-21,2013-07-31 22:28:20.220603,SKY_pdf_33547_13
1593,25087217320000,2012-06-22,2013-07-31 20:53:52.904291,SKY_pdf_10801_13
1594,25091218770000,2011-08-09,2013-07-31 21:31:43.573016,SKY_pdf_10901_13
1595,25091218780000,2011-07-12,2013-07-31 22:01:31.397914,SKY_pdf_10907_13
1596,25091218790000,2011-08-17,2013-07-31 21:31:45.240580,SKY_pdf_10898_13
1597,25091218800000,2011-08-01,2013-07-31 22:30:00.832301,SKY_pdf_10904_13
1598,25091218820000,2011-08-31,2013-07-31 22:01:32.700875,SKY_pdf_10893_13
1599,25091218830000,2011-08-29,2013-07-31 20:54:02.438451,SKY_pdf_10894_13
1600,25091218880000,2011-08-28,2013-07-31 22:27:00.062140,SKY_pdf_10895_13
1601,25091219020000,2012-05-07,2013-07-31 22:29:57.515335,SKY_pdf_10824_13
1602,25091219140000,2012-08-24,2013-07-31 21:49:48.001325,SKY_pdf_30915_13
1603,25091219270000,2012-09-17,2013-07-31 20:51:55.536519,SKY_pdf_33546_13
1604,25091219300000,2012-11-06,2013-07-31 20:50:25.142469,SKY_pdf_36016_13
1605,30005291520000,2012-06-28,2013-07-31 22:36:49.737322,SKY_pdf_8830_13
1606,30005641320000,2011-06-10,2013-07-31 21:13:30.792510,SKY_pdf_9871_13
1607,30015271530000,2011-03-26,2013-07-31 22:14:08.067859,SKY_pdf_10110_13
1608,30015289960000,2012-10-25,2013-07-31 22:13:40.264818,SKY_pdf_35027_13
1609,30015291180000,2012-10-17,2013-07-31 20:48:54.076844,SKY_pdf_37218_13
1610,30015292330000,2012-09-13,2013-07-31 22:00:19.348794,SKY_pdf_32528_13
1611,30015293450000,2011-04-08,2013-07-31 22:30:13.753666,SKY_pdf_10077_13
1612,30015371650000,2012-07-26,2013-07-31 22:16:54.611324,SKY_pdf_8720_13
1613,30015371660000,2012-07-24,2013-07-31 22:34:33.688780,SKY_pdf_8722_13
1614,30015373340000,2012-01-04,2013-07-31 22:15:48.169905,SKY_pdf_9394_13
1615,30015373410000,2012-01-03,2013-07-31 21:14:16.045714,SKY_pdf_9397_13
1616,30015373710000,2011-03-29,2013-07-31 22:03:17.418984,SKY_pdf_10107_13
1617,30015374290000,2011-05-14,2013-07-31 22:14:19.969913,SKY_pdf_9957_13
1618,30015376160000,2011-05-23,2013-07-31 21:57:08.635382,SKY_pdf_9942_13
1619,30015379180000,2012-10-27,2013-07-31 21:58:52.401409,SKY_pdf_35026_13
1620,30015380590000,2011-03-01,2013-07-31 21:34:23.576612,SKY_pdf_10157_13
1621,30015380840000,2011-04-17,2013-07-31 22:31:21.694627,SKY_pdf_10064_13
1622,30015382370000,2011-03-26,2013-07-31 22:01:44.851368,SKY_pdf_10111_13
1623,30015382380000,2011-03-22,2013-07-31 20:55:37.769092,SKY_pdf_10115_13
1624,30015382720000,2011-04-28,2013-07-31 22:31:46.536763,SKY_pdf_10025_13
1625,30015382810000,2011-04-25,2013-07-31 22:03:06.760022,SKY_pdf_10031_13
1626,30015382820000,2011-04-01,2013-07-31 21:33:25.347381,SKY_pdf_10104_13
1627,30015382930000,2011-03-07,2013-07-31 22:01:43.574075,SKY_pdf_10144_13
1628,30015383290000,2012-02-20,2013-07-31 21:50:29.944085,SKY_pdf_9232_13
1629,30015383310000,2012-02-28,2013-07-31 21:14:07.917623,SKY_pdf_9203_13
1630,30015383330000,2011-06-02,2013-07-31 22:35:18.604110,SKY_pdf_9903_13
1631,30015383340000,2011-05-09,2013-07-31 20:54:44.871212,SKY_pdf_9987_13
1632,30015383350000,2011-04-21,2013-07-31 20:54:52.173150,SKY_pdf_10035_13
1633,30015383380000,2011-04-21,2013-07-31 22:02:42.650622,SKY_pdf_10034_13
1634,30015383650000,2012-09-09,2013-07-31 21:31:11.554959,SKY_pdf_31527_13
1635,30015384540000,2011-06-01,2013-07-31 22:35:19.777145,SKY_pdf_9908_13
1636,30015385550000,2012-01-10,2013-07-31 21:48:07.831617,SKY_pdf_9365_13
1637,30015385570000,2011-06-04,2013-07-31 21:16:20.980191,SKY_pdf_9881_13
1638,30015386020000,2011-06-14,2013-07-31 22:35:16.083354,SKY_pdf_9841_13
1639,30015389920000,2012-08-09,2013-07-31 22:36:41.216869,SKY_pdf_8678_13
1640,30015390770000,2012-04-10,2013-07-31 21:47:58.756653,SKY_pdf_9070_13
1641,30015390780000,2012-04-02,2013-07-31 21:16:36.400050,SKY_pdf_9086_13
1642,30015390810000,2012-04-04,2013-07-31 22:15:34.853475,SKY_pdf_9082_13
1643,30015390820000,2012-04-09,2013-07-31 22:15:34.191539,SKY_pdf_9073_13
1644,30015390840000,2012-05-10,2013-07-31 21:47:55.965132,SKY_pdf_8958_13
1645,30015390860000,2012-05-23,2013-07-31 21:47:53.827964,SKY_pdf_8888_13
1646,30015390890000,2012-04-19,2013-07-31 21:47:57.480420,SKY_pdf_9037_13
1647,30015390900000,2012-04-18,2013-07-31 22:35:33.997846,SKY_pdf_9040_13
1648,30015390920000,2012-04-30,2013-07-31 22:15:32.888796,SKY_pdf_9003_13
1649,30015390930000,2012-04-26,2013-07-31 22:15:33.563043,SKY_pdf_9007_13
1650,30015391070000,2012-05-15,2013-07-31 22:41:39.831462,SKY_pdf_8949_13
1651,30015391110000,2012-05-14,2013-07-31 21:13:58.611604,SKY_pdf_8952_13
1652,30015393030000,2012-08-30,2013-07-31 20:53:17.933917,SKY_pdf_31720_13
1653,30015393040000,2012-09-05,2013-07-31 20:53:28.958977,SKY_pdf_31528_13
1654,30015393700000,2012-08-29,2013-07-31 22:28:56.942191,SKY_pdf_32532_13
1655,30015393720000,2012-06-10,2013-07-31 21:45:40.290090,SKY_pdf_36208_13
1656,30015393830000,2012-10-15,2013-07-31 21:27:53.773863,SKY_pdf_37219_13
1657,30015393840000,2012-10-06,2013-07-31 20:48:39.864639,SKY_pdf_37666_13
1658,30015394560000,2012-05-06,2013-07-31 21:47:55.310764,SKY_pdf_8993_13
1659,30015394950000,2012-04-07,2013-07-31 21:14:01.525807,SKY_pdf_9075_13
1660,30015395020000,2012-04-05,2013-07-31 22:41:41.086679,SKY_pdf_9079_13
1661,30015396510000,2012-07-26,2013-07-31 22:16:53.865103,SKY_pdf_8719_13
1662,30015396520000,2012-08-13,2013-07-31 22:36:47.731767,SKY_pdf_30929_13
1663,30015398490000,2012-06-29,2013-07-31 22:16:58.948464,SKY_pdf_8807_13
1664,30015398500000,2012-06-30,2013-07-31 21:15:23.221747,SKY_pdf_8806_13
1665,30015400360000,2012-06-25,2013-07-31 20:50:05.990863,SKY_pdf_36207_13
1666,30015400730000,2012-07-12,2013-07-31 22:16:15.612484,SKY_pdf_8769_13
1667,30015402480000,2012-09-14,2013-07-31 21:30:49.066446,SKY_pdf_32025_13
1668,30015405330000,2012-11-06,2013-07-31 22:12:43.160758,SKY_pdf_36884_13
1669,30015405350000,2012-10-31,2013-07-31 21:45:08.487967,SKY_pdf_36885_13
1670,30015405490000,2012-12-10,2013-07-31 22:12:22.280277,SKY_pdf_37652_13
1671,30015405500000,2012-12-20,2013-07-31 21:27:31.811729,SKY_pdf_37911_13
1672,30015405510000,2012-11-28,2013-07-31 20:49:40.317807,SKY_pdf_36654_13
1673,30021205330000,2012-05-22,2013-07-31 21:47:54.506318,SKY_pdf_8915_13
1674,30025256080000,2011-11-30,2013-07-31 22:29:26.241799,SKY_pdf_31533_13
1675,30025307810000,2012-01-13,2013-07-31 22:35:41.209046,SKY_pdf_9361_13
1676,30025320380000,2011-06-13,2013-07-31 22:35:14.017419,SKY_pdf_9867_13
1677,30025345490000,2011-03-26,2013-07-31 22:27:01.944424,SKY_pdf_10112_13
1678,30025399610000,2011-04-09,2013-07-31 22:03:27.326133,SKY_pdf_10076_13
1679,30025400130000,2011-03-01,2013-07-31 22:30:17.715212,SKY_pdf_10179_13
1680,30025400150000,2011-05-27,2013-07-31 21:13:35.322896,SKY_pdf_9916_13
1681,30025401390000,2011-10-28,2013-07-31 22:15:54.421721,SKY_pdf_9519_13
1682,30025401490000,2011-10-14,2013-07-31 21:16:37.874222,SKY_pdf_9552_13
1683,30025402210000,2011-11-08,2013-07-31 22:10:34.839143,SKY_pdf_9484_13
1684,30025402220000,2011-11-04,2013-07-31 22:15:53.848948,SKY_pdf_9508_13
1685,30025402230000,2011-10-31,2013-07-31 21:16:32.531636,SKY_pdf_9515_13
1686,30025403160000,2012-05-21,2013-07-31 21:13:53.891970,SKY_pdf_8922_13
1687,30025404010000,2012-03-12,2013-07-31 21:14:05.033794,SKY_pdf_9164_13
1688,30025404750000,2012-08-04,2013-07-31 22:36:41.832811,SKY_pdf_8684_13
1689,30025404830000,2012-08-31,2013-07-31 22:17:12.654276,SKY_pdf_29829_13
1690,30025405390000,2012-08-27,2013-07-31 21:49:41.583912,SKY_pdf_8670_13
1691,30039295080000,2011-05-07,2013-07-31 21:32:47.571076,SKY_pdf_9989_13
1692,30039297830000,2011-06-26,2013-07-31 21:16:21.734553,SKY_pdf_9830_13
1693,30039297830000,2011-09-12,2013-07-31 22:41:51.162912,SKY_pdf_9597_13
1694,30039301820000,2011-07-25,2013-07-31 21:15:01.997566,SKY_pdf_9753_13
1695,30039301960000,2011-08-30,2013-07-31 21:50:30.657370,SKY_pdf_9631_13
1696,30039306720000,2011-11-17,2013-07-31 21:14:18.927031,SKY_pdf_9476_13
1697,30039307250000,2011-10-19,2013-07-31 21:48:59.612332,SKY_pdf_9547_13
1698,30039307260000,2011-10-31,2013-07-31 22:35:48.565096,SKY_pdf_9516_13
1699,30039309140000,2011-06-14,2013-07-31 21:13:31.826332,SKY_pdf_9864_13
1700,30039309160000,2011-08-02,2013-07-31 22:08:09.139915,SKY_pdf_9715_13
1701,30039309710000,2011-10-10,2013-07-31 21:49:00.389474,SKY_pdf_9554_13
1702,30039310250000,2012-02-02,2013-07-31 21:14:11.570890,SKY_pdf_9284_13
1703,30039310460000,2011-08-17,2013-07-31 21:14:58.469884,SKY_pdf_9668_13
1704,30039310470000,2011-07-27,2013-07-31 21:47:22.878400,SKY_pdf_9748_13
1705,30039310540000,2011-08-14,2013-07-31 22:27:38.099667,SKY_pdf_9673_13
1706,30045091010000,2011-09-14,2013-07-31 21:49:04.252375,SKY_pdf_9594_13
1707,30045202570000,2011-11-07,2013-07-31 22:15:53.235020,SKY_pdf_9505_13
1708,30045228710000,2012-07-09,2013-07-31 22:16:55.849037,SKY_pdf_8800_13
1709,30045263840000,2011-10-27,2013-07-31 21:14:24.601643,SKY_pdf_9520_13
1710,30045341560000,2011-08-15,2013-07-31 21:14:57.777695,SKY_pdf_9672_13
1711,30045342130000,2011-07-28,2013-07-31 21:13:04.420647,SKY_pdf_9745_13
1712,30045349980000,2011-09-08,2013-07-31 22:40:07.261585,SKY_pdf_9600_13
1713,30045350770000,2011-11-03,2013-07-31 22:35:34.703549,SKY_pdf_9509_13
1714,30045351300000,2011-10-18,2013-07-31 22:16:11.650708,SKY_pdf_9549_13
1715,30045351310000,2011-10-24,2013-07-31 22:41:49.951919,SKY_pdf_9544_13
1716,30045351380000,2011-10-11,2013-07-31 22:16:12.352610,SKY_pdf_9553_13
1717,30045351510000,2011-10-25,2013-07-31 21:14:25.301058,SKY_pdf_9522_13
1718,30045351510000,2011-11-18,2013-07-31 22:15:51.815611,SKY_pdf_9474_13
1719,30045351520000,2011-10-25,2013-07-31 22:27:46.508313,SKY_pdf_9521_13
1720,30045351830000,2011-11-11,2013-07-31 22:15:52.608784,SKY_pdf_9481_13
1721,33007016550000,2011-12-12,2013-07-31 22:01:49.913690,SKY_pdf_10318_13
1722,33007016560000,2012-01-17,2013-07-31 20:59:40.728057,SKY_pdf_10206_13
1723,33007016620000,2011-11-07,2013-07-31 21:31:48.672916,SKY_pdf_10418_13
1724,33007016640000,2011-12-28,2013-07-31 22:01:49.243502,SKY_pdf_10280_13
1725,33007016670000,2011-10-07,2013-07-31 21:57:06.833113,SKY_pdf_10488_13
1726,33007016680000,2011-09-23,2013-07-31 20:53:41.443482,SKY_pdf_10525_13
1727,33007016710000,2011-09-14,2013-07-31 21:31:29.577116,SKY_pdf_10549_13
1728,33007016740000,2011-12-15,2013-07-31 21:32:08.349193,SKY_pdf_10310_13
1729,33007016760000,2012-02-28,2013-07-31 21:46:20.209984,SKY_pdf_9936_13
1730,33007016770000,2011-11-03,2013-07-31 21:38:10.048284,SKY_pdf_10425_13
1731,33007016810000,2012-03-23,2013-07-31 22:08:13.124755,SKY_pdf_9764_13
1732,33007016890000,2012-03-20,2013-07-31 21:49:10.108832,SKY_pdf_9773_13
1733,33007017040000,2012-04-11,2013-07-31 22:08:00.239336,SKY_pdf_9611_13
1734,33007017130000,2012-03-17,2013-07-31 22:08:10.443990,SKY_pdf_9805_13
1735,33013014860000,2011-09-12,2013-07-31 22:29:38.785946,SKY_pdf_10554_13
1736,33013014980000,2011-10-28,2013-07-31 21:31:49.949389,SKY_pdf_10437_13
1737,33013015030000,2012-02-27,2013-07-31 22:02:19.506509,SKY_pdf_9939_13
1738,33013015180000,2011-07-22,2013-07-31 21:57:04.188208,SKY_pdf_10643_13
1739,33013015260000,2011-12-11,2013-07-31 22:30:20.283871,SKY_pdf_10321_13
1740,33013015370000,2012-02-21,2013-07-31 22:31:04.982093,SKY_pdf_9979_13
1741,33013015370000,2012-03-06,2013-07-31 21:47:32.211560,SKY_pdf_9895_13
1742,33013015620000,2012-01-14,2013-07-31 20:54:11.301653,SKY_pdf_10214_13
1743,33013015630000,2012-01-22,2013-07-31 21:38:11.388749,SKY_pdf_10176_13
1744,33013015670000,2012-08-30,2013-07-31 22:28:33.629045,SKY_pdf_33070_13
1745,33013015680000,2012-08-30,2013-07-31 22:28:34.298866,SKY_pdf_33069_13
1746,33013015910000,2012-03-15,2013-07-31 21:49:12.804960,SKY_pdf_9815_13
1747,33013016670000,2012-07-31,2013-07-31 21:47:24.200108,SKY_pdf_8738_13
1748,33013016680000,2012-08-02,2013-07-31 21:13:11.048255,SKY_pdf_8733_13
1749,33023006560000,2012-06-18,2013-07-31 20:50:41.334416,SKY_pdf_35778_13
1750,33023006660000,2011-09-17,2013-07-31 22:29:39.406482,SKY_pdf_10544_13
1751,33023006760000,2011-09-12,2013-07-31 22:01:10.943962,SKY_pdf_10555_13
1752,33023006770000,2011-09-15,2013-07-31 22:01:11.698576,SKY_pdf_10546_13
1753,33023006840000,2011-09-08,2013-07-31 22:01:13.689967,SKY_pdf_10567_13
1754,33023007050000,2012-01-14,2013-07-31 20:54:10.507497,SKY_pdf_10215_13
1755,33023007100000,2011-11-14,2013-07-31 20:54:21.093103,SKY_pdf_10394_13
1756,33023007110000,2011-11-10,2013-07-31 22:13:58.437006,SKY_pdf_10410_13
1757,33023007150000,2011-11-14,2013-07-31 21:32:17.241710,SKY_pdf_10393_13
1758,33023007170000,2012-05-24,2013-07-31 22:15:40.056553,SKY_pdf_9249_13
1759,33023007180000,2012-05-26,2013-07-31 22:41:44.293024,SKY_pdf_9219_13
1760,33023007240000,2011-11-18,2013-07-31 22:01:53.010028,SKY_pdf_10384_13
1761,33023007260000,2011-12-13,2013-07-31 20:54:15.694357,SKY_pdf_10314_13
1762,33023007270000,2011-12-14,2013-07-31 22:01:50.591656,SKY_pdf_10312_13
1763,33023007330000,2012-02-14,2013-07-31 21:32:52.591784,SKY_pdf_10045_13
1764,33023007340000,2012-02-17,2013-07-31 20:56:55.330878,SKY_pdf_10014_13
1765,33023007350000,2011-12-19,2013-07-31 20:54:13.016194,SKY_pdf_10296_13
1766,33023007360000,2011-12-17,2013-07-31 20:54:16.467600,SKY_pdf_10305_13
1767,33023007440000,2012-02-24,2013-07-31 22:28:05.991258,SKY_pdf_33756_13
1768,33023007450000,2012-03-17,2013-07-31 22:36:23.082984,SKY_pdf_9806_13
1769,33023007510000,2012-01-26,2013-07-31 22:01:46.168362,SKY_pdf_10162_13
1770,33023007520000,2012-01-23,2013-07-31 21:16:34.581312,SKY_pdf_10172_13
1771,33023007560000,2012-06-18,2013-07-31 21:47:58.158596,SKY_pdf_9052_13
1772,33023007600000,2012-07-29,2013-07-31 21:59:17.832889,SKY_pdf_34151_13
1773,33023007610000,2012-03-14,2013-07-31 22:36:24.287873,SKY_pdf_9819_13
1774,33023007620000,2012-03-13,2013-07-31 22:35:15.382766,SKY_pdf_9846_13
1775,33023007660000,2012-01-20,2013-07-31 21:32:00.619123,SKY_pdf_10202_13
